date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:11:35	21971/21971	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:43:44%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107icon02.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107icon02.png	(from http://www.ivfspecialistkolkata.co.in/)
13:11:36	17468/17468	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:43:44%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107icon03.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107icon03.png	(from http://www.ivfspecialistkolkata.co.in/)
13:11:38	20568/20568	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:43:45%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107icon04.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107icon04.png	(from http://www.ivfspecialistkolkata.co.in/)
13:11:39	80269/80269	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:43:41%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107doc.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107doc.png	(from http://www.ivfspecialistkolkata.co.in/)
13:11:42	121991/121991	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:40%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107ban5.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107ban5.jpg	(from http://www.ivfspecialistkolkata.co.in/)
13:12:09	201170/201170	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:43:45%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107icon05.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107icon05.png	(from http://www.ivfspecialistkolkata.co.in/)
13:12:12	204729/204729	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:43:46%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107icon07.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107icon07.png	(from http://www.ivfspecialistkolkata.co.in/)
13:12:12	37045/37045	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:00%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	C:/My%20Web%20Sites/google/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	(from http://www.ivfspecialistkolkata.co.in/)
13:12:14	224070/224070	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:43:46%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107icon06.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107icon06.png	(from http://www.ivfspecialistkolkata.co.in/)
13:12:14	201565/201565	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:43:47%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107icon08.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107icon08.png	(from http://www.ivfspecialistkolkata.co.in/)
13:12:14	4923/4923	---M--	200	added ('OK')	application/javascript	date:Sat,%2028%20Aug%202021%2009:44:13%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107sebastian-carousel.js	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107sebastian-carousel.js	(from http://www.ivfspecialistkolkata.co.in/)
13:12:14	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2007:42:37%20GMT	http://www.ivfspecialistkolkata.co.in/js/jquery-2.1.4.min.js	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/js/jquery-2.1.4.min.23.delayed	(from http://www.ivfspecialistkolkata.co.in/)
13:12:15	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2007:42:38%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107banner_top_oth.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107banner_top_oth.26.delayed	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107style.css)
13:12:15	4290/4290	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:43:48%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107low.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107low.png	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107style.css)
13:12:16	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2007:42:38%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107ser-bg.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107ser-bg.jpg	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107style.css)
13:12:16	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2007:42:38%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107banner.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107banner.jpg	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107style.css)
13:12:16	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2007:42:39%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107banner_test.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107banner_test.jpg	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107style.css)
13:12:17	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2007:42:39%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107ear-bg.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107ear-bg.jpg	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107style.css)
13:12:17	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2007:42:39%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107partners-bg.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107partners-bg.jpg	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107style.css)
13:12:17	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2007:42:40%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107bannerenquiry.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107bannerenquiry.jpg	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107style.css)
13:12:18	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2007:42:40%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/105118yoga_pattern.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/105118yoga_pattern.png	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107style.css)
13:12:19	3544/3544	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Aug%202021%2009:43:49%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107low2.png	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107low2.png	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107style.css)
13:12:20	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2007:42:42%20GMT	http://www.ivfspecialistkolkata.co.in/adver/js/jquery-2.1.4.min.js	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/adver/js/jquery-2.1.4.min.js	(from http://www.ivfspecialistkolkata.co.in/adver/111107.html)
13:12:23	93100/93100	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	C:/My%20Web%20Sites/google/ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	(from http://www.ivfspecialistkolkata.co.in/)
13:12:25	29618/29618	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:41%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107doc2.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107doc2.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107profile.html)
13:12:29	108702/108702	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:38%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107ban_oth.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107ban_oth.jpg	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107style.css)
13:12:29	74500/74500	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:42%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107headerbg.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107headerbg.jpg	(from http://www.ivfspecialistkolkata.co.in/cimage34/111107style.css)
13:14:02	628461/628461	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Oct%202021%2008:02:01%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107press1.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107press1.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107publication.html)
13:14:03	623178/623178	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Oct%202021%2008:02:05%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107press2.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107press2.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107publication.html)
13:14:14	662679/662679	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Oct%202021%2008:02:00%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107press3.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107press3.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107publication.html)
13:14:15	608839/608839	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Oct%202021%2008:02:00%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107press4.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107press4.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107publication.html)
13:15:18	383171/383171	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Oct%202021%2008:02:00%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107press8.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107press8.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107publication.html)
13:15:21	478901/478901	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Oct%202021%2008:01:59%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107press6.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107press6.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107publication.html)
13:15:42	622042/622042	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Oct%202021%2008:02:01%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107press5.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107press5.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107publication.html)
13:15:43	2904/2904	---M--	200	added ('OK')	text/css	date:Sat,%2028%20Aug%202021%2009:43:47%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107lightbox.min.css	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107lightbox.min.css	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:15:53	196254/196254	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:44:12%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107press10.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107press10.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107publication.html)
13:15:58	94140/94140	---M--	200	added ('OK')	application/javascript	date:Sat,%2028%20Aug%202021%2009:43:48%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107lightbox-plus-jquery.min.js	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107lightbox-plus-jquery.min.js	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:15:59	31143/31143	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:51%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic12.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic12.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:05	21483/21483	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:52%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic14.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic14.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:05	34143/34143	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:52%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic13.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic13.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:08	23528/23528	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:52%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic15.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic15.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:15	18316/18316	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:53%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic16.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic16.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:16	20131/20131	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:54%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic17.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic17.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:18	16220/16220	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:54%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic18.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic18.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:19	822791/822791	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Oct%202021%2008:02:00%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107press7.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107press7.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107publication.html)
13:16:19	14560/14560	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:54%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic19.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic19.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:21	12244/12244	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:55%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic22.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic22.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:22	16183/16183	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:55%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic21.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic21.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:22	24683/24683	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:54%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic20.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic20.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:23	8400/8400	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:56%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic23.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic23.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:24	15741/15741	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:56%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic24.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic24.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:25	14276/14276	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:56%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic25.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic25.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:25	12356/12356	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:57%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic26.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic26.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:26	11397/11397	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:57%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic27.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic27.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
13:16:31	38804/38804	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Aug%202021%2009:43:58%20GMT	http://www.ivfspecialistkolkata.co.in/cimage34/111107pic28.jpg	C:/My%20Web%20Sites/google/www.ivfspecialistkolkata.co.in/cimage34/111107pic28.jpg	(from http://www.ivfspecialistkolkata.co.in/adver/111107gallery.html)
